업종명,기업체명,소재지,주생산품,전화번호
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",메카베이스,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 513,606호 (백석동)",높이조절책상,041-622-2188
"의료, 정밀, 광학기기 및 시계",메티스,충청남도 천안시 서북구 백석공단1로 10 (백석동) A동 8F층 810호,교육실습용 전자기 설비,
금속가공제품(기계 및 가구제외),명문산업,충청남도 천안시 서북구 직산읍 부송1길 48 (삼진코리아),수문,041-581-5400
고무제품 및 플라스틱제품,명성PC,충청남도 천안시서북구 직산읍 마정리 527번지,조명등카바,041-583-3323
고무제품 및 플라스틱제품,명신화학,충청남도 천안시 서북구 2공단2로 85 (차암동),에어백,041-523-6031
고무제품 및 플라스틱제품,명우폴리텍(주),충청남도 천안시 서북구 성환읍 천안대로 2122-40 (동성산업롤),"고무컴파운드, 경화고무제품",041-588-0880
기타기계 및 장비,명지테크,충청남도 천안시 서북구 직산읍 상덕리 215-3,반도체 장비 부품,041-521-5852
고무제품 및 플라스틱제품,명품이피에스기업,충청남도 천안시 동남구 풍세면 풍세로 549 (대화강건),스티로폼,
섬유제품,모리아,충청남도 천안시 동남구 성남면 신사대화로 103,침구류,041-553-4503
금속가공제품(기계 및 가구제외),모아기술(주),"충청남도 천안시 서북구 천안대로 1223-24, 301호~302호 (부대동, 공주대학교천안공과대학)",태양광구조물,041-522-5178
인쇄 및 기록매체복제업,모젤산업(주),충청남도 천안시서북구 성환읍 와룡리 156번지,스크린인쇄,041-588-3300
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",모트렉스(주),충청남도 천안시 동남구 풍세면 풍세산단4로 62-7,차량용 매립형 AVN 등,070-7123-1360
식료품,목지농산,충청남도 천안시동남구 성남면 신사리 202번지,"과일,채소",041-573-1605
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",무지개솔텍,충청남도 천안시서북구 직산읍 모시리 289 번지,전자부품제조,041-583-7888
식료품,문화류씨최자문중,충청남도 천안시 동남구 성남면 대흥리436-3번지 1층,Profile Frame,
화학물질 및 화학제품:의약품제외,미가폴리텍(주),충청남도 천안시 동남구 병천면 송정리2길 59-1 외 6필지,플라스틱제품 원료수지,041-556-5222
자동차 및 트레일러,미건테크,충청남도 천안시 서북구 입장면 호당리 372-2,신냉매냉방장치(신냉매R-134A용),041-587-5400
고무제품 및 플라스틱제품,미래공간,충청남도 천안시서북구 차암동 34-1번지 외 1필지,건축용,041-621-4444
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",미래메디엔텍(주),"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 505호 (백석동)",전자부품실장기판,041-561-2547
"의료, 정밀, 광학기기 및 시계",미래메디엔텍(주),충청남도 천안시 서북구 백석공단5길 22 (백석동),"개인용 저주파 자극기, 가정용및의료용 마사지기",041-622-5720
기타기계 및 장비,미래산업(주),"충청남도 천안시 서북구 백석공단7로 65 (백석동, 미래산업(주))",반도체장비(smt),041-559-8724
전기장비,미래선재,충청남도 천안시 동남구 북면 위례성로 661-9,아연도철선,041-554-0633
고무제품 및 플라스틱제품,미래에스알(주),충청남도 천안시 동남구 성남면 대흥1길 173-94,"튜브,팩킹 및 절연선",041-568-1900
자동차 및 트레일러,미래전장,충청남도 천안시 서북구 성환읍 연암율금로 143-5,"자동차용 와이어하네스,접속자가 부착된 전선 제조",041-581-1761
금속가공제품(기계 및 가구제외),미래카본 주식회사,충청남도 천안시 서북구 직산읍 부송1길 48,반도체 히터 그라파이트,041-585-5234
고무제품 및 플라스틱제품,미래화학(주),충청남도 천안시 서북구 입장면 섶머리1길 219 ((주)미래화학) (총 10 필지) 외 9필지,"PE PIPE, PIPE HEAD,해상부유구조물",041-582-6900
기타기계 및 장비,미르지엔아이 주식회사,충청남도 천안시 서북구 성거읍 명우리길 72,"공조기, 제습기",041-555-2781
섬유제품,미성브라인드,충청남도 천안시 동남구 풍세면 영성2길 44 (미성산업),"브라인드,알루미늄등",041-575-2576
섬유제품,미성브라인드,충청남도 천안시 서북구 서부10길 27 (성정동),커튼(브라인드),041-575-2576
산업용 기계 및 장비수리업,미소산업,충청남도 천안시 동남구 발산1길 68 (수신면) 외 1필지,"수리된기계류,수리된식품기계",
고무제품 및 플라스틱제품,미쓰비시케미칼어드밴스드머티리얼즈코리아 주식회사,충청남도 천안시 서북구 성거읍 문성2길 33,기계 부품용 플라스틱,032-717-9973
목재 및 나무제품(가구제외),미주산업(주),"충청남도 천안시동남구 성남면 화성리 116-7번지 117-15,117-16","파쇄목,톱밥",
금속가공제품(기계 및 가구제외),민영기계,충청남도 천안시 동남구 목천읍 삼성3길 10-18,"금속탱크 및 저장용기, 기계설비(살균기, 배합기 등)",041-534-0900
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",민우바이텍(주),충청남도 천안시 서북구 직산읍 정자1길 135 (직산읍) 외 1필지,외부투광기,041-521-5852
기타제품,민학전가,충청남도 천안시 동남구 풍세면 풍세로 215-18 (민학전가민속보존관),"석불,석탑,석등,장승",041-553-8911
기타기계 및 장비,바론기술,충청남도 천안시 서북구 성환읍 와룡길 47-45,반도체제조용 기계 부품,
식료품,반개정미소,충청남도 천안시 동남구 동면 충절로 2121-5 (총 4 필지) 외 3필지,쌀,041-554-9834
고무제품 및 플라스틱제품,반도산업,충청남도 천안시서북구 차암동 106-1번지 외 1필지 외 1필지,창호샤시,041-622-8100
금속가공제품(기계 및 가구제외),반도산업,충청남도 천안시서북구 직산읍 신갈리 278번지,일반철물제조,041-583-4042
금속가공제품(기계 및 가구제외),방주스틸산업,충청남도 천안시 서북구 모전1길 354 -46(성거읍) 4동,철 가공품(태양광모듈 지지대 등),
기타기계 및 장비,방주에너지,충청남도 천안시서북구 백석동 555-31 번지,"공수냉식냉동기, 열회수기",041-531-9634
"의료, 정밀, 광학기기 및 시계",백산산업,충청남도 천안시 동남구 성남면 약수로 266-26,산업용 자동제어장치,
비금속광물제,백송도자기,충청남도 천안시 동남구 수신면 장산2길 37-18,장식용도자기,041-552-9327
"펄프,종이 및 종이제품",백제산업,충청남도 천안시서북구 성환읍 율금리 319-8번지 외 2필지,"과수봉지(배,사과,포도,복숭아)",041-581-1249
기타제품,번창산업(주),충청남도 천안시 동남구 수신면 백자리 566-4 외 2필지,"차량용먼지털이걸레,P삽,갈퀴삽",041-552-9425
"의료, 정밀, 광학기기 및 시계",범진정밀(주),충청남도 천안시 서북구 성환읍 천안대로 2524-8,"시험기,측정기,PCR",
기타운송장비,베셀에어로스페이스 주식회사,충청남도 천안시 서북구 직산읍 직산로 135-21,"경비행기,쉘터",041-521-5854
기타기계 및 장비,베스트비,충청남도 천안시 서북구 성환읍 각금2길 30-14,반도체 제조용 기계,
식료품,베이시스푸드 주식회사,충청남도 천안시 동남구 동면 충절로 2756,"스위트씨즈닝, 사골분말 등",043-536-2546
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",벤투스(주),충청남도 천안시 서북구 성거읍 소우리 205-47번지,"LCD TV, 모니터",041-415-1811
금속가공제품(기계 및 가구제외),벨금속공업(주),충청남도 천안시서북구 두정동 489번지,손톱깍기,041-568-5220
금속가공제품(기계 및 가구제외),벨금속공업(주),충청남도 천안시 서북구 2공단7길 27 (차암동),손톱깎기외,041-568-5227
식료품,별가식품,충청남도 천안시 서북구 입장면 호당리 317-11,"냉면, 쌀떡, 밀떡",070-4355-0595
고무제품 및 플라스틱제품,보람금형,충청남도 천안시 서북구 성거읍 모전1길 354-47 (총 2 필지) 외 1필지,"사출금형제작(자동차, 전기, 전자)",
자동차 및 트레일러,보성산업,충청남도 천안시 서북구 성거읍 오송1길 107 (한아정공(주)),"신냉매,전기자동차용 냉방장치",
"의료, 정밀, 광학기기 및 시계",보성티피엠(주),"충청남도 천안시 서북구 직산읍 2공단5로 115, 3동 3호","자동화설비, AGV",041-588-9986
비금속광물제,봉림산업(주),충청남도 천안시서북구 성거읍 요방리 308번지 외 2필지,파인 세라믹스,041-556-0488
금속가공제품(기계 및 가구제외),봉화산업,충청남도 천안시 동남구 성남면 5산단로 265 ((주)머티리얼이노베이션),철구조물,070-4800-6686
금속가공제품(기계 및 가구제외),봉화산업,충청남도 천안시 서북구 직산읍 금곡로 113-14 (봉화건설산업(주)),"철 구조물, 공조부품",041-584-8461
고무제품 및 플라스틱제품,부경,충청남도 천안시 동남구 풍세면 풍서1길 22-12,하수관.봉연결구,041-554-6074
화학물질 및 화학제품:의약품제외,부국화성,충청남도 천안시 서북구 성환읍 연암율금로 297,접착제,041-581-4465
금속가공제품(기계 및 가구제외),부영기계,충청남도 천안시 서북구 성환읍 문화촌2길 8-9,반도체 장비 부품 등(LCD콘베어부품),041-588-4907
"의복,의복액세서리 및 모피제품",브니엘사,"충청남도 천안시 동남구 성정로 24 (봉명동, 천지빌딩)",속옷,041-592-3389
기타기계 및 장비,브이메탈,충청남도 천안시 서북구 직산읍 상덕리 215-10 외 1필지,프레스용 금형,041-521-5856
금속가공제품(기계 및 가구제외),브이씨에이코리아,충청남도 천안시 동남구 성남면 신사운전길 194-33,건축골조용 거푸집,
기타기계 및 장비,브이테크놀로지코리아(주),충청남도 천안시서북구 백석동 718번지,"LCD, PDP 및 BGA, Wafer",041-564-6181
전기장비,비슬판다,"충청남도 천안시 서북구 성환읍 신방로 486, C동 201호",조명기기,
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",비앤에스 주식회사,"충청남도 천안시 서북구 입장면 위례산길 62, D동","양방향컨버터 전자칠판, 컴퓨터자기헤드 컨트롤러 등",041-584-8378
고무제품 및 플라스틱제품,비엔씨 코퍼레이션,충청남도 천안시서북구 입장면 가산리 169-1번지,"PE,CAP",041-588-1031
"의복,의복액세서리 및 모피제품",비엔엑스코리아,"충청남도 천안시 서북구 2공단2로 95 (차암동, 천안테크노타운)",의류용 핫픽스 스티커,041-583-2002
섬유제품,비엔케이(주),"충청남도 천안시 서북구 백석공단1로 91 (백석동, BNK(주))",부직포,041-553-2732
인쇄 및 기록매체복제업,비오씨엠주식회사,충청남도 천안시 서북구 입장면 가산리 641 외 1필지,인쇄용 잉크,041-417-4117
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",비케이이엔티(주),충청남도 천안시 서북구 백석공단7로 16 (백석동),반도체IC,041-622-9612
"펄프,종이 및 종이제품",사단법인 한마음장애인복지회 한마음사업단,충청남도 천안시 동남구 수신면 백자3길 96 외 1필지,"화장지,복사용지",041-583-8815
전기장비,사단법인한마음장애인복지회전력사업단,충청남도 천안시 동남구 수신면 수신로 142,"배전반및전기자동제어반,LED등기구",041-552-1460
기타기계 및 장비,사예랑,충청남도 천안시 서북구 봉주로 209 -1(성거읍),반도체 부품,
식료품,사조산업(주),충청남도 천안시 서북구 직산읍 성진로 378 (사조산업) (총 10 필지) 외 9필지,"돈육,편육",041-521-5852
인쇄 및 기록매체복제업,사회복지법인 나누리,충청남도 천안시 동남구 광덕면 광덕로 276,"인쇄물, 구내방송장치, 보안용카메라, 봉투",041-569-8412
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",사회복지법인 한국노인생활지원재단,"충청남도 천안시 서북구 백석로 17-9, 101호 (백석동)","CCTV,무선용호출기",
전기장비,사회복지법인 한국청각장애인복지회,충청남도 천안시 서북구 직산읍 군서3길 1 (제일기전(주)),"자동제어장치, 배전반, CCTV, 유량계",041-583-2921
